"flow_id,""device"",""date"",""flow"""
"5234564,""202035132"",""2024-08-30 21:02:28+01"",""5.240"""
"5234565,""202035132"",""2024-08-30 20:47:28+01"",""5.640"""
"5234566,""202035132"",""2024-08-30 20:32:28+01"",""7.880"""
"5234567,""202035132"",""2024-08-30 20:17:28+01"",""7.640"""
"5234568,""202035132"",""2024-08-30 20:02:28+01"",""8.880"""
"5234569,""202035132"",""2024-08-30 19:47:28+01"",""6.760"""
"5234570,""202035132"",""2024-08-30 19:32:28+01"",""8.400"""
"5234571,""202035132"",""2024-08-30 19:17:28+01"",""6.720"""
"5234572,""202035132"",""2024-08-30 19:02:28+01"",""6.600"""
"5234573,""202035132"",""2024-08-30 18:47:28+01"",""4.680"""
"5234574,""202035132"",""2024-08-30 18:32:28+01"",""4.880"""
"5234575,""202035132"",""2024-08-30 18:17:28+01"",""5.440"""
"5234576,""202035132"",""2024-08-30 18:02:31+01"",""5.640"""
"5232216,""202035132"",""2024-08-30 17:46:47+01"",""6.480"""
"5232217,""202035132"",""2024-08-30 17:31:47+01"",""4.680"""
"5232218,""202035132"",""2024-08-30 17:16:47+01"",""4.640"""
"5232219,""202035132"",""2024-08-30 17:01:47+01"",""4.080"""
"5232220,""202035132"",""2024-08-30 16:46:47+01"",""5.400"""
"5232221,""202035132"",""2024-08-30 16:31:47+01"",""5.720"""
"5232222,""202035132"",""2024-08-30 16:16:47+01"",""4.400"""
"5232223,""202035132"",""2024-08-30 16:01:47+01"",""5.240"""
"5232224,""202035132"",""2024-08-30 15:46:47+01"",""5.160"""
"5232225,""202035132"",""2024-08-30 15:31:47+01"",""7.440"""
"5232226,""202035132"",""2024-08-30 15:16:47+01"",""6.440"""
"5232227,""202035132"",""2024-08-30 15:01:47+01"",""5.560"""
"5232228,""202035132"",""2024-08-30 14:46:47+01"",""5.520"""
"5232229,""202035132"",""2024-08-30 14:31:47+01"",""5.960"""
"5232230,""202035132"",""2024-08-30 14:16:47+01"",""6.400"""
"5232231,""202035132"",""2024-08-30 14:01:55+01"",""5.960"""
"5229758,""202035132"",""2024-08-30 13:46:17+01"",""6.600"""
"5229759,""202035132"",""2024-08-30 13:31:17+01"",""6.360"""
"5229760,""202035132"",""2024-08-30 13:16:17+01"",""6.240"""
"5229761,""202035132"",""2024-08-30 13:01:17+01"",""5.520"""
"5229762,""202035132"",""2024-08-30 12:46:17+01"",""7.320"""
"5229763,""202035132"",""2024-08-30 12:31:17+01"",""6.320"""
"5229764,""202035132"",""2024-08-30 12:16:17+01"",""5.640"""
"5229765,""202035132"",""2024-08-30 12:01:17+01"",""5.120"""
"5229766,""202035132"",""2024-08-30 11:46:17+01"",""7.360"""
"5229767,""202035132"",""2024-08-30 11:31:17+01"",""5.720"""
"5229768,""202035132"",""2024-08-30 11:16:17+01"",""6.000"""
"5229769,""202035132"",""2024-08-30 11:01:17+01"",""4.680"""
"5229770,""202035132"",""2024-08-30 10:46:17+01"",""8.160"""
"5229771,""202035132"",""2024-08-30 10:31:17+01"",""8.760"""
"5229772,""202035132"",""2024-08-30 10:16:17+01"",""7.600"""
"5229773,""202035132"",""2024-08-30 10:01:17+01"",""7.000"""
"5227123,""202035132"",""2024-08-30 09:45:27+01"",""6.080"""
"5227124,""202035132"",""2024-08-30 09:30:27+01"",""4.320"""
"5227125,""202035132"",""2024-08-30 09:15:27+01"",""4.760"""
"5227126,""202035132"",""2024-08-30 09:00:27+01"",""6.200"""
"5227127,""202035132"",""2024-08-30 08:45:27+01"",""5.000"""
"5227128,""202035132"",""2024-08-30 08:30:27+01"",""5.280"""
"5227129,""202035132"",""2024-08-30 08:15:27+01"",""4.960"""
"5227130,""202035132"",""2024-08-30 08:00:27+01"",""5.360"""
"5227131,""202035132"",""2024-08-30 07:45:27+01"",""5.600"""
"5227132,""202035132"",""2024-08-30 07:30:27+01"",""6.880"""
"5227133,""202035132"",""2024-08-30 07:15:27+01"",""3.960"""
"5227134,""202035132"",""2024-08-30 07:00:27+01"",""4.000"""
"5227135,""202035132"",""2024-08-30 06:45:27+01"",""3.880"""
"5227136,""202035132"",""2024-08-30 06:30:27+01"",""3.240"""
"5227137,""202035132"",""2024-08-30 06:15:27+01"",""2.160"""
"5227138,""202035132"",""2024-08-30 06:00:36+01"",""1.080"""
"5224672,""202035132"",""2024-08-30 05:44:47+01"",""1.040"""
"5224673,""202035132"",""2024-08-30 05:29:47+01"",""0.880"""
"5224674,""202035132"",""2024-08-30 05:14:47+01"",""0.720"""
"5224675,""202035132"",""2024-08-30 04:59:47+01"",""0.840"""
"5224676,""202035132"",""2024-08-30 04:44:47+01"",""1.040"""
"5224677,""202035132"",""2024-08-30 04:29:47+01"",""0.800"""
"5224678,""202035132"",""2024-08-30 04:14:47+01"",""0.840"""
"5224679,""202035132"",""2024-08-30 03:59:47+01"",""0.920"""
"5224680,""202035132"",""2024-08-30 03:44:47+01"",""0.720"""
"5224681,""202035132"",""2024-08-30 03:29:47+01"",""0.680"""
"5224682,""202035132"",""2024-08-30 03:14:47+01"",""0.800"""
"5224683,""202035132"",""2024-08-30 02:59:47+01"",""1.280"""
"5224684,""202035132"",""2024-08-30 02:44:47+01"",""5.320"""
"5224685,""202035132"",""2024-08-30 02:29:47+01"",""4.640"""
"5224686,""202035132"",""2024-08-30 02:14:47+01"",""4.240"""
"5224687,""202035132"",""2024-08-30 01:59:56+01"",""0.720"""
"5222199,""202035132"",""2024-08-30 01:44:07+01"",""0.800"""
"5222200,""202035132"",""2024-08-30 01:29:07+01"",""0.640"""
"5222201,""202035132"",""2024-08-30 01:14:07+01"",""0.880"""
"5222202,""202035132"",""2024-08-30 00:59:07+01"",""1.200"""
"5222203,""202035132"",""2024-08-30 00:44:07+01"",""1.560"""
"5222204,""202035132"",""2024-08-30 00:29:07+01"",""1.120"""
"5222205,""202035132"",""2024-08-30 00:14:07+01"",""2.760"""
"5222206,""202035132"",""2024-08-29 23:59:07+01"",""3.200"""
"5222207,""202035132"",""2024-08-29 23:44:07+01"",""3.360"""
"5222208,""202035132"",""2024-08-29 23:29:07+01"",""3.920"""
"5222209,""202035132"",""2024-08-29 23:14:07+01"",""4.160"""
"5222210,""202035132"",""2024-08-29 22:59:07+01"",""4.160"""
"5222211,""202035132"",""2024-08-29 22:44:07+01"",""4.680"""
"5222212,""202035132"",""2024-08-29 22:29:07+01"",""4.480"""
"5222213,""202035132"",""2024-08-29 22:14:07+01"",""3.680"""
"5222214,""202035132"",""2024-08-29 21:59:16+01"",""3.880"""
"5219996,""202035132"",""2024-08-29 21:43:28+01"",""4.080"""
"5219997,""202035132"",""2024-08-29 21:28:28+01"",""4.920"""
"5219998,""202035132"",""2024-08-29 21:13:28+01"",""4.880"""
"5219999,""202035132"",""2024-08-29 20:58:28+01"",""4.440"""
"5220000,""202035132"",""2024-08-29 20:43:28+01"",""6.560"""
"5220001,""202035132"",""2024-08-29 20:28:28+01"",""6.160"""
"5220002,""202035132"",""2024-08-29 20:13:28+01"",""6.600"""
"5220003,""202035132"",""2024-08-29 19:58:28+01"",""5.680"""
"5220004,""202035132"",""2024-08-29 19:43:28+01"",""6.840"""
"5220005,""202035132"",""2024-08-29 19:28:28+01"",""6.680"""
"5220006,""202035132"",""2024-08-29 19:13:28+01"",""8.920"""
"5220007,""202035132"",""2024-08-29 18:58:28+01"",""8.360"""
"5220008,""202035132"",""2024-08-29 18:43:28+01"",""6.200"""
"5220009,""202035132"",""2024-08-29 18:28:28+01"",""6.520"""
"5220010,""202035132"",""2024-08-29 18:13:28+01"",""5.600"""
"5220011,""202035132"",""2024-08-29 17:58:36+01"",""6.160"""
"5217488,""202035132"",""2024-08-29 17:42:48+01"",""6.040"""
"5217489,""202035132"",""2024-08-29 17:27:48+01"",""4.200"""
"5217490,""202035132"",""2024-08-29 17:12:48+01"",""4.080"""
"5217491,""202035132"",""2024-08-29 16:57:48+01"",""4.760"""
"5217492,""202035132"",""2024-08-29 16:42:48+01"",""4.040"""
"5217493,""202035132"",""2024-08-29 16:27:48+01"",""5.360"""
"5217494,""202035132"",""2024-08-29 16:12:48+01"",""4.400"""
"5217495,""202035132"",""2024-08-29 15:57:48+01"",""4.880"""
"5217496,""202035132"",""2024-08-29 15:42:48+01"",""5.440"""
"5217497,""202035132"",""2024-08-29 15:27:48+01"",""4.400"""
"5217498,""202035132"",""2024-08-29 15:12:48+01"",""4.200"""
"5217499,""202035132"",""2024-08-29 14:57:48+01"",""5.880"""
"5217500,""202035132"",""2024-08-29 14:42:48+01"",""5.840"""
"5217501,""202035132"",""2024-08-29 14:27:48+01"",""5.320"""
"5217502,""202035132"",""2024-08-29 14:12:48+01"",""5.600"""
"5217503,""202035132"",""2024-08-29 13:57:57+01"",""6.920"""
"5214999,""202035132"",""2024-08-29 13:42:08+01"",""6.000"""
"5215000,""202035132"",""2024-08-29 13:27:08+01"",""5.760"""
"5215001,""202035132"",""2024-08-29 13:12:08+01"",""6.440"""
"5215002,""202035132"",""2024-08-29 12:57:08+01"",""6.480"""
"5215003,""202035132"",""2024-08-29 12:42:08+01"",""6.520"""
"5215004,""202035132"",""2024-08-29 12:27:08+01"",""6.480"""
"5215005,""202035132"",""2024-08-29 12:12:08+01"",""7.840"""
"5215006,""202035132"",""2024-08-29 11:57:08+01"",""5.680"""
"5215007,""202035132"",""2024-08-29 11:42:08+01"",""6.680"""
"5215008,""202035132"",""2024-08-29 11:27:08+01"",""5.160"""
"5215009,""202035132"",""2024-08-29 11:12:08+01"",""5.280"""
"5215010,""202035132"",""2024-08-29 10:57:08+01"",""5.280"""
"5215011,""202035132"",""2024-08-29 10:42:08+01"",""4.880"""
"5215012,""202035132"",""2024-08-29 10:27:08+01"",""6.200"""
"5215013,""202035132"",""2024-08-29 10:12:08+01"",""6.800"""
"5215014,""202035132"",""2024-08-29 09:57:16+01"",""5.280"""
"5212726,""202035132"",""2024-08-29 09:41:27+01"",""5.240"""
"5212727,""202035132"",""2024-08-29 09:26:27+01"",""4.720"""
"5212728,""202035132"",""2024-08-29 09:11:27+01"",""5.760"""
"5212729,""202035132"",""2024-08-29 08:56:27+01"",""8.160"""
"5212730,""202035132"",""2024-08-29 08:41:27+01"",""8.160"""
"5212731,""202035132"",""2024-08-29 08:26:27+01"",""7.120"""
"5212732,""202035132"",""2024-08-29 08:11:27+01"",""4.680"""
"5212733,""202035132"",""2024-08-29 07:56:27+01"",""4.440"""
"5212734,""202035132"",""2024-08-29 07:41:27+01"",""4.440"""
"5212735,""202035132"",""2024-08-29 07:26:27+01"",""4.560"""
"5212736,""202035132"",""2024-08-29 07:11:27+01"",""3.680"""
"5212737,""202035132"",""2024-08-29 06:56:27+01"",""3.560"""
"5212738,""202035132"",""2024-08-29 06:41:27+01"",""4.160"""
"5212739,""202035132"",""2024-08-29 06:26:27+01"",""3.080"""
"5212740,""202035132"",""2024-08-29 06:11:27+01"",""1.440"""
"5212741,""202035132"",""2024-08-29 05:56:34+01"",""0.720"""
"5210287,""202035132"",""2024-08-29 05:40:57+01"",""0.640"""
"5210288,""202035132"",""2024-08-29 05:25:57+01"",""0.760"""
"5210289,""202035132"",""2024-08-29 05:10:57+01"",""0.880"""
"5210290,""202035132"",""2024-08-29 04:55:57+01"",""0.720"""
"5210291,""202035132"",""2024-08-29 04:40:57+01"",""0.480"""
"5210292,""202035132"",""2024-08-29 04:25:57+01"",""0.640"""
"5210293,""202035132"",""2024-08-29 04:10:57+01"",""0.600"""
"5210294,""202035132"",""2024-08-29 03:55:57+01"",""0.600"""
"5210295,""202035132"",""2024-08-29 03:40:57+01"",""0.600"""
"5210296,""202035132"",""2024-08-29 03:25:57+01"",""0.480"""
"5210297,""202035132"",""2024-08-29 03:10:57+01"",""0.560"""
"5210298,""202035132"",""2024-08-29 02:55:57+01"",""2.080"""
"5210299,""202035132"",""2024-08-29 02:40:57+01"",""4.800"""
"5210300,""202035132"",""2024-08-29 02:25:57+01"",""4.240"""
"5210301,""202035132"",""2024-08-29 02:10:57+01"",""3.160"""
"5210302,""202035132"",""2024-08-29 01:55:58+01"",""0.600"""
"5207750,""202035132"",""2024-08-29 01:40:08+01"",""0.600"""
"5207751,""202035132"",""2024-08-29 01:25:08+01"",""0.720"""
"5207752,""202035132"",""2024-08-29 01:10:08+01"",""0.760"""
"5207753,""202035132"",""2024-08-29 00:55:08+01"",""0.880"""
"5207754,""202035132"",""2024-08-29 00:40:08+01"",""0.720"""
"5207755,""202035132"",""2024-08-29 00:25:08+01"",""1.160"""
"5207756,""202035132"",""2024-08-29 00:10:08+01"",""3.080"""
"5207757,""202035132"",""2024-08-28 23:55:08+01"",""3.160"""
"5207758,""202035132"",""2024-08-28 23:40:08+01"",""3.160"""
"5207759,""202035132"",""2024-08-28 23:25:08+01"",""4.040"""
"5207760,""202035132"",""2024-08-28 23:10:08+01"",""3.880"""
"5207761,""202035132"",""2024-08-28 22:55:08+01"",""5.440"""
"5207762,""202035132"",""2024-08-28 22:40:08+01"",""5.800"""
"5207763,""202035132"",""2024-08-28 22:25:08+01"",""4.640"""
"5207764,""202035132"",""2024-08-28 22:10:08+01"",""3.840"""
"5207765,""202035132"",""2024-08-28 21:55:16+01"",""4.320"""
"5205628,""202035132"",""2024-08-28 21:39:27+01"",""4.640"""
"5205629,""202035132"",""2024-08-28 21:24:27+01"",""5.240"""
"5205630,""202035132"",""2024-08-28 21:09:27+01"",""6.320"""
"5205631,""202035132"",""2024-08-28 20:54:27+01"",""6.920"""
"5205632,""202035132"",""2024-08-28 20:39:27+01"",""10.440"""
"5205633,""202035132"",""2024-08-28 20:24:27+01"",""6.160"""
"5205634,""202035132"",""2024-08-28 20:09:27+01"",""6.440"""
"5205635,""202035132"",""2024-08-28 19:54:27+01"",""4.840"""
"5205636,""202035132"",""2024-08-28 19:39:27+01"",""5.480"""
"5205637,""202035132"",""2024-08-28 19:24:27+01"",""3.880"""
"5205638,""202035132"",""2024-08-28 19:09:27+01"",""5.080"""
"5205639,""202035132"",""2024-08-28 18:54:27+01"",""5.680"""
"5205640,""202035132"",""2024-08-28 18:39:27+01"",""6.400"""
"5205641,""202035132"",""2024-08-28 18:24:27+01"",""5.480"""
"5205642,""202035132"",""2024-08-28 18:09:27+01"",""3.680"""
"5205643,""202035132"",""2024-08-28 17:54:35+01"",""4.120"""
"5203120,""202035132"",""2024-08-28 17:38:47+01"",""4.480"""
"5203121,""202035132"",""2024-08-28 17:23:47+01"",""4.960"""
"5203122,""202035132"",""2024-08-28 17:08:47+01"",""4.760"""
"5203123,""202035132"",""2024-08-28 16:53:47+01"",""4.840"""
"5203124,""202035132"",""2024-08-28 16:38:47+01"",""5.320"""
"5203125,""202035132"",""2024-08-28 16:23:47+01"",""6.560"""
"5203126,""202035132"",""2024-08-28 16:08:47+01"",""6.360"""
"5203127,""202035132"",""2024-08-28 15:53:47+01"",""5.400"""
"5203128,""202035132"",""2024-08-28 15:38:47+01"",""5.920"""
"5203129,""202035132"",""2024-08-28 15:23:47+01"",""3.840"""
"5203130,""202035132"",""2024-08-28 15:08:47+01"",""3.800"""
"5203131,""202035132"",""2024-08-28 14:53:47+01"",""4.160"""
"5203132,""202035132"",""2024-08-28 14:38:47+01"",""4.080"""
"5203133,""202035132"",""2024-08-28 14:23:47+01"",""6.760"""
"5203134,""202035132"",""2024-08-28 14:08:47+01"",""7.040"""
"5203135,""202035132"",""2024-08-28 13:53:56+01"",""8.080"""
"5200738,""202035132"",""2024-08-28 13:38:08+01"",""8.600"""
"5200739,""202035132"",""2024-08-28 13:23:08+01"",""8.520"""
"5200740,""202035132"",""2024-08-28 13:08:08+01"",""8.240"""
"5200741,""202035132"",""2024-08-28 12:53:08+01"",""8.000"""
"5200742,""202035132"",""2024-08-28 12:38:08+01"",""8.200"""
"5200743,""202035132"",""2024-08-28 12:23:08+01"",""7.320"""
"5200744,""202035132"",""2024-08-28 12:08:08+01"",""6.200"""
"5200745,""202035132"",""2024-08-28 11:53:08+01"",""5.320"""
"5200746,""202035132"",""2024-08-28 11:38:08+01"",""6.600"""
"5200747,""202035132"",""2024-08-28 11:23:08+01"",""6.440"""
"5200748,""202035132"",""2024-08-28 11:08:08+01"",""7.400"""
"5200749,""202035132"",""2024-08-28 10:53:08+01"",""7.320"""
"5200750,""202035132"",""2024-08-28 10:38:08+01"",""6.840"""
"5200751,""202035132"",""2024-08-28 10:23:08+01"",""9.160"""
"5200752,""202035132"",""2024-08-28 10:08:08+01"",""11.240"""
"5200753,""202035132"",""2024-08-28 09:53:13+01"",""7.880"""
"5198215,""202035132"",""2024-08-28 09:37:38+01"",""7.080"""
"5198216,""202035132"",""2024-08-28 09:22:38+01"",""7.400"""
"5198217,""202035132"",""2024-08-28 09:07:38+01"",""5.680"""
"5198218,""202035132"",""2024-08-28 08:52:38+01"",""6.360"""
"5198219,""202035132"",""2024-08-28 08:37:38+01"",""5.360"""
"5198220,""202035132"",""2024-08-28 08:22:38+01"",""6.080"""
"5198221,""202035132"",""2024-08-28 08:07:38+01"",""5.680"""
"5198222,""202035132"",""2024-08-28 07:52:38+01"",""5.280"""
"5198223,""202035132"",""2024-08-28 07:37:38+01"",""7.440"""
"5198224,""202035132"",""2024-08-28 07:22:38+01"",""6.240"""
"5198225,""202035132"",""2024-08-28 07:07:38+01"",""5.560"""
"5198226,""202035132"",""2024-08-28 06:52:38+01"",""5.320"""
"5198227,""202035132"",""2024-08-28 06:37:38+01"",""4.240"""
"5198228,""202035132"",""2024-08-28 06:22:38+01"",""4.040"""
"5198229,""202035132"",""2024-08-28 06:07:38+01"",""2.120"""
"5198230,""202035132"",""2024-08-28 05:52:38+01"",""2.160"""
"5195794,""202035132"",""2024-08-28 05:36:48+01"",""1.760"""
"5195795,""202035132"",""2024-08-28 05:21:48+01"",""1.880"""
"5195796,""202035132"",""2024-08-28 05:06:48+01"",""1.800"""
"5195797,""202035132"",""2024-08-28 04:51:48+01"",""1.680"""
"5195798,""202035132"",""2024-08-28 04:36:48+01"",""1.600"""
"5195799,""202035132"",""2024-08-28 04:21:48+01"",""1.520"""
"5195800,""202035132"",""2024-08-28 04:06:48+01"",""1.640"""
"5195801,""202035132"",""2024-08-28 03:51:48+01"",""1.640"""
"5195802,""202035132"",""2024-08-28 03:36:48+01"",""1.520"""
"5195803,""202035132"",""2024-08-28 03:21:48+01"",""1.480"""
"5195804,""202035132"",""2024-08-28 03:06:48+01"",""1.520"""
"5195805,""202035132"",""2024-08-28 02:51:48+01"",""3.800"""
"5195806,""202035132"",""2024-08-28 02:36:48+01"",""5.120"""
"5195807,""202035132"",""2024-08-28 02:21:48+01"",""4.920"""
"5195808,""202035132"",""2024-08-28 02:06:48+01"",""3.000"""
"5195809,""202035132"",""2024-08-28 01:51:56+01"",""1.600"""
"5193382,""202035132"",""2024-08-28 01:36:07+01"",""1.640"""
"5193383,""202035132"",""2024-08-28 01:21:07+01"",""1.600"""
"5193384,""202035132"",""2024-08-28 01:06:07+01"",""1.800"""
"5193385,""202035132"",""2024-08-28 00:51:07+01"",""1.880"""
"5193386,""202035132"",""2024-08-28 00:36:07+01"",""2.000"""
"5193387,""202035132"",""2024-08-28 00:21:07+01"",""2.480"""
"5193388,""202035132"",""2024-08-28 00:06:07+01"",""4.200"""
"5193389,""202035132"",""2024-08-27 23:51:07+01"",""4.120"""
"5193390,""202035132"",""2024-08-27 23:36:07+01"",""4.440"""
"5193391,""202035132"",""2024-08-27 23:21:07+01"",""4.840"""
"5193392,""202035132"",""2024-08-27 23:06:07+01"",""4.800"""
"5193393,""202035132"",""2024-08-27 22:51:07+01"",""7.080"""
"5193394,""202035132"",""2024-08-27 22:36:07+01"",""6.800"""
"5193395,""202035132"",""2024-08-27 22:21:07+01"",""5.240"""
"5193396,""202035132"",""2024-08-27 22:06:07+01"",""4.800"""
"5193397,""202035132"",""2024-08-27 21:51:16+01"",""5.800"""
"5191344,""202035132"",""2024-08-27 21:35:28+01"",""6.320"""
"5191345,""202035132"",""2024-08-27 21:20:28+01"",""6.680"""
"5191346,""202035132"",""2024-08-27 21:05:28+01"",""6.960"""
"5191347,""202035132"",""2024-08-27 20:50:28+01"",""6.600"""
"5191348,""202035132"",""2024-08-27 20:35:28+01"",""7.440"""
"5191349,""202035132"",""2024-08-27 20:20:28+01"",""7.240"""
"5191350,""202035132"",""2024-08-27 20:05:28+01"",""6.440"""
"5191351,""202035132"",""2024-08-27 19:50:28+01"",""6.640"""
"5191352,""202035132"",""2024-08-27 19:35:28+01"",""8.000"""
"5191353,""202035132"",""2024-08-27 19:20:28+01"",""11.160"""
"5191354,""202035132"",""2024-08-27 19:05:28+01"",""8.920"""
"5191355,""202035132"",""2024-08-27 18:50:28+01"",""8.080"""
"5191356,""202035132"",""2024-08-27 18:35:28+01"",""8.800"""
"5191357,""202035132"",""2024-08-27 18:20:28+01"",""6.720"""
"5191358,""202035132"",""2024-08-27 18:05:28+01"",""6.400"""
"5191359,""202035132"",""2024-08-27 17:50:28+01"",""5.480"""
"5188901,""202035132"",""2024-08-27 17:34:37+01"",""5.040"""
"5188902,""202035132"",""2024-08-27 17:19:37+01"",""5.160"""
"5188903,""202035132"",""2024-08-27 17:04:37+01"",""5.600"""
"5188904,""202035132"",""2024-08-27 16:49:37+01"",""5.360"""
"5188905,""202035132"",""2024-08-27 16:34:37+01"",""6.520"""
"5188906,""202035132"",""2024-08-27 16:19:37+01"",""7.120"""
"5188907,""202035132"",""2024-08-27 16:04:37+01"",""7.800"""
"5188908,""202035132"",""2024-08-27 15:49:37+01"",""7.480"""
"5188909,""202035132"",""2024-08-27 15:34:37+01"",""8.120"""
"5188910,""202035132"",""2024-08-27 15:19:37+01"",""9.040"""
"5188911,""202035132"",""2024-08-27 15:04:37+01"",""7.840"""
"5188912,""202035132"",""2024-08-27 14:49:37+01"",""8.160"""
"5188913,""202035132"",""2024-08-27 14:34:37+01"",""6.960"""
"5188914,""202035132"",""2024-08-27 14:19:37+01"",""7.440"""
"5188915,""202035132"",""2024-08-27 14:04:37+01"",""7.040"""
"5188916,""202035132"",""2024-08-27 13:49:45+01"",""8.120"""
"5186628,""202035132"",""2024-08-27 13:33:57+01"",""9.000"""
"5186629,""202035132"",""2024-08-27 13:18:57+01"",""9.440"""
"5186630,""202035132"",""2024-08-27 13:03:57+01"",""9.120"""
"5186631,""202035132"",""2024-08-27 12:48:57+01"",""10.040"""
"5186632,""202035132"",""2024-08-27 12:33:57+01"",""10.520"""
"5186633,""202035132"",""2024-08-27 12:18:57+01"",""10.560"""
"5186634,""202035132"",""2024-08-27 12:03:57+01"",""10.920"""
"5186635,""202035132"",""2024-08-27 11:48:57+01"",""8.920"""
"5186636,""202035132"",""2024-08-27 11:33:57+01"",""9.640"""
"5186637,""202035132"",""2024-08-27 11:18:57+01"",""10.400"""
"5186638,""202035132"",""2024-08-27 11:03:57+01"",""9.800"""
"5186639,""202035132"",""2024-08-27 10:48:57+01"",""9.280"""
"5186640,""202035132"",""2024-08-27 10:33:57+01"",""10.480"""
"5186641,""202035132"",""2024-08-27 10:18:57+01"",""9.920"""
"5186642,""202035132"",""2024-08-27 10:03:57+01"",""10.160"""
"5186643,""202035132"",""2024-08-27 09:49:00+01"",""12.040"""
"5184158,""202035132"",""2024-08-27 09:33:17+01"",""11.040"""
"5184159,""202035132"",""2024-08-27 09:18:17+01"",""9.560"""
"5184160,""202035132"",""2024-08-27 09:03:17+01"",""9.560"""
"5184161,""202035132"",""2024-08-27 08:48:17+01"",""10.040"""
"5184162,""202035132"",""2024-08-27 08:33:17+01"",""8.920"""
"5184163,""202035132"",""2024-08-27 08:18:17+01"",""9.280"""
"5184164,""202035132"",""2024-08-27 08:03:17+01"",""7.800"""
"5184165,""202035132"",""2024-08-27 07:48:17+01"",""8.680"""
"5184166,""202035132"",""2024-08-27 07:33:17+01"",""8.560"""
"5184167,""202035132"",""2024-08-27 07:18:17+01"",""7.360"""
"5184168,""202035132"",""2024-08-27 07:03:17+01"",""7.760"""
"5184169,""202035132"",""2024-08-27 06:48:17+01"",""7.800"""
"5184170,""202035132"",""2024-08-27 06:33:17+01"",""7.800"""
"5184171,""202035132"",""2024-08-27 06:18:17+01"",""7.520"""
"5184172,""202035132"",""2024-08-27 06:03:17+01"",""6.080"""
"5184173,""202035132"",""2024-08-27 05:48:25+01"",""6.000"""
"5181778,""202035132"",""2024-08-27 05:32:38+01"",""5.680"""
"5181779,""202035132"",""2024-08-27 05:17:38+01"",""6.080"""
"5181780,""202035132"",""2024-08-27 05:02:38+01"",""5.920"""
"5181781,""202035132"",""2024-08-27 04:47:38+01"",""5.840"""
"5181782,""202035132"",""2024-08-27 04:32:38+01"",""5.760"""
"5181783,""202035132"",""2024-08-27 04:17:38+01"",""6.600"""
"5181784,""202035132"",""2024-08-27 04:02:38+01"",""6.280"""
"5181785,""202035132"",""2024-08-27 03:47:38+01"",""5.720"""
"5181786,""202035132"",""2024-08-27 03:32:38+01"",""5.720"""
"5181787,""202035132"",""2024-08-27 03:17:38+01"",""5.800"""
"5181788,""202035132"",""2024-08-27 03:02:38+01"",""5.760"""
"5181789,""202035132"",""2024-08-27 02:47:38+01"",""7.160"""
"5181790,""202035132"",""2024-08-27 02:32:38+01"",""7.240"""
"5181791,""202035132"",""2024-08-27 02:17:38+01"",""7.280"""
"5181792,""202035132"",""2024-08-27 02:02:38+01"",""6.080"""
"5181793,""202035132"",""2024-08-27 01:47:40+01"",""6.160"""
"5179288,""202035132"",""2024-08-27 01:31:47+01"",""6.000"""
"5179289,""202035132"",""2024-08-27 01:16:47+01"",""6.640"""
"5179290,""202035132"",""2024-08-27 01:01:47+01"",""6.480"""
"5179291,""202035132"",""2024-08-27 00:46:47+01"",""6.520"""
"5179292,""202035132"",""2024-08-27 00:31:47+01"",""6.480"""
"5179293,""202035132"",""2024-08-27 00:16:47+01"",""7.320"""
"5179294,""202035132"",""2024-08-27 00:01:47+01"",""8.160"""
"5179295,""202035132"",""2024-08-26 23:46:47+01"",""8.440"""
"5179296,""202035132"",""2024-08-26 23:31:47+01"",""8.600"""
"5179297,""202035132"",""2024-08-26 23:16:47+01"",""8.920"""
"5179298,""202035132"",""2024-08-26 23:01:47+01"",""8.680"""
"5179299,""202035132"",""2024-08-26 22:46:47+01"",""9.000"""
"5179300,""202035132"",""2024-08-26 22:31:47+01"",""9.400"""
"5179301,""202035132"",""2024-08-26 22:16:47+01"",""9.280"""
"5179302,""202035132"",""2024-08-26 22:01:47+01"",""8.440"""
"5179303,""202035132"",""2024-08-26 21:46:55+01"",""9.440"""
"5177070,""202035132"",""2024-08-26 21:31:07+01"",""9.480"""
"5177071,""202035132"",""2024-08-26 21:16:07+01"",""8.200"""
"5177072,""202035132"",""2024-08-26 21:01:07+01"",""6.760"""
"5177073,""202035132"",""2024-08-26 20:46:07+01"",""8.800"""
"5177074,""202035132"",""2024-08-26 20:31:07+01"",""9.200"""
"5177075,""202035132"",""2024-08-26 20:16:07+01"",""8.200"""
"5177076,""202035132"",""2024-08-26 20:01:07+01"",""8.520"""
"5177077,""202035132"",""2024-08-26 19:46:07+01"",""9.360"""
"5177078,""202035132"",""2024-08-26 19:31:07+01"",""8.800"""
"5177079,""202035132"",""2024-08-26 19:16:07+01"",""6.360"""
"5177080,""202035132"",""2024-08-26 19:01:07+01"",""7.520"""
"5177081,""202035132"",""2024-08-26 18:46:07+01"",""5.640"""
"5177082,""202035132"",""2024-08-26 18:31:07+01"",""5.720"""
"5177083,""202035132"",""2024-08-26 18:16:07+01"",""7.280"""
"5177084,""202035132"",""2024-08-26 18:01:07+01"",""6.880"""
"5177085,""202035132"",""2024-08-26 17:46:16+01"",""6.200"""
"5174696,""202035132"",""2024-08-26 17:30:27+01"",""6.720"""
"5174697,""202035132"",""2024-08-26 17:15:27+01"",""5.400"""
