Time,Distribuído,Month,day_of_month,day_of_week,Hour,Minute
2024-01-02 09:25:00,32.7,1,2,1,9,25
2024-01-02 09:30:00,32.7,1,2,1,9,30
2024-01-02 09:35:00,36.0,1,2,1,9,35
2024-01-02 09:40:00,36.0,1,2,1,9,40
2024-01-02 09:45:00,24.0,1,2,1,9,45
2024-01-02 09:50:00,32.7,1,2,1,9,50
2024-01-02 09:55:00,30.0,1,2,1,9,55
2024-01-02 10:00:00,30.0,1,2,1,10,0
2024-01-02 10:05:00,30.0,1,2,1,10,5
2024-01-02 10:10:00,36.0,1,2,1,10,10
2024-01-02 10:15:00,30.0,1,2,1,10,15
2024-01-02 10:20:00,30.0,1,2,1,10,20
2024-01-02 10:25:00,30.0,1,2,1,10,25
2024-01-02 10:30:00,27.7,1,2,1,10,30
2024-01-02 10:35:00,27.7,1,2,1,10,35
2024-01-02 10:40:00,32.7,1,2,1,10,40
2024-01-02 10:45:00,32.7,1,2,1,10,45
2024-01-02 10:50:00,36.0,1,2,1,10,50
2024-01-02 10:55:00,36.0,1,2,1,10,55
2024-01-02 11:00:00,36.0,1,2,1,11,0
2024-01-02 11:05:00,32.7,1,2,1,11,5
2024-01-02 11:10:00,27.6,1,2,1,11,10
2024-01-02 11:15:00,36.0,1,2,1,11,15
2024-01-02 11:20:00,36.0,1,2,1,11,20
2024-01-02 11:25:00,30.0,1,2,1,11,25
2024-01-02 11:30:00,30.0,1,2,1,11,30
2024-01-02 11:35:00,32.7,1,2,1,11,35
2024-01-02 11:40:00,25.7,1,2,1,11,40
2024-01-02 11:45:00,27.7,1,2,1,11,45
2024-01-02 11:50:00,36.0,1,2,1,11,50
2024-01-02 11:55:00,36.0,1,2,1,11,55
2024-01-02 12:00:00,30.0,1,2,1,12,0
2024-01-02 12:05:00,45.1,1,2,1,12,5
2024-01-02 12:10:00,36.1,1,2,1,12,10
2024-01-02 12:15:00,25.7,1,2,1,12,15
2024-01-02 12:20:00,32.7,1,2,1,12,20
2024-01-02 12:25:00,36.0,1,2,1,12,25
2024-01-02 12:30:00,32.7,1,2,1,12,30
2024-01-02 12:35:00,36.0,1,2,1,12,35
2024-01-02 12:40:00,36.0,1,2,1,12,40
2024-01-02 12:45:00,27.7,1,2,1,12,45
2024-01-02 12:50:00,36.0,1,2,1,12,50
2024-01-02 12:55:00,45.0,1,2,1,12,55
2024-01-02 13:00:00,36.0,1,2,1,13,0
2024-01-02 13:05:00,32.7,1,2,1,13,5
2024-01-02 13:10:00,45.0,1,2,1,13,10
2024-01-02 13:15:00,40.0,1,2,1,13,15
2024-01-02 13:20:00,36.0,1,2,1,13,20
2024-01-02 13:25:00,36.0,1,2,1,13,25
2024-01-02 13:30:00,36.0,1,2,1,13,30
2024-01-02 13:35:00,40.0,1,2,1,13,35
2024-01-02 13:40:00,40.0,1,2,1,13,40
2024-01-02 13:45:00,36.0,1,2,1,13,45
2024-01-02 13:50:00,36.0,1,2,1,13,50
2024-01-02 13:55:00,36.0,1,2,1,13,55
2024-01-02 14:00:00,45.0,1,2,1,14,0
2024-01-02 14:05:00,30.0,1,2,1,14,5
2024-01-02 14:10:00,40.0,1,2,1,14,10
2024-01-02 14:15:00,40.0,1,2,1,14,15
2024-01-02 14:20:00,30.0,1,2,1,14,20
2024-01-02 14:25:00,30.0,1,2,1,14,25
2024-01-02 14:30:00,36.0,1,2,1,14,30
2024-01-02 14:35:00,36.0,1,2,1,14,35
2024-01-02 14:40:00,36.0,1,2,1,14,40
2024-01-02 14:45:00,36.0,1,2,1,14,45
2024-01-02 14:50:00,27.7,1,2,1,14,50
2024-01-02 14:55:00,36.0,1,2,1,14,55
2024-01-02 15:00:00,25.7,1,2,1,15,0
2024-01-02 15:05:00,32.7,1,2,1,15,5
2024-01-02 15:10:00,25.7,1,2,1,15,10
2024-01-02 15:15:00,27.7,1,2,1,15,15
2024-01-02 15:20:00,27.7,1,2,1,15,20
2024-01-02 15:25:00,25.7,1,2,1,15,25
2024-01-02 15:30:00,25.7,1,2,1,15,30
2024-01-02 15:35:00,24.0,1,2,1,15,35
2024-01-02 15:40:00,24.0,1,2,1,15,40
2024-01-02 15:45:00,24.0,1,2,1,15,45
2024-01-02 15:50:00,24.0,1,2,1,15,50
2024-01-02 15:55:00,24.0,1,2,1,15,55
2024-01-02 16:00:00,30.0,1,2,1,16,0
2024-01-02 16:05:00,30.0,1,2,1,16,5
