Time,flow,Month,day_of_month,day_of_week,Hour,Minute
2024-05-21 11:30:00,6.24,5,21,1,11,30
2024-05-21 11:45:00,8.6,5,21,1,11,45
2024-05-21 12:00:00,9.12,5,21,1,12,0
2024-05-21 12:15:00,7.8,5,21,1,12,15
2024-05-21 12:30:00,9.2,5,21,1,12,30
2024-05-21 12:45:00,7.28,5,21,1,12,45
2024-05-21 13:00:00,8.64,5,21,1,13,0
2024-05-21 13:15:00,6.84,5,21,1,13,15
2024-05-21 13:30:00,7.24,5,21,1,13,30
2024-05-21 13:45:00,5.52,5,21,1,13,45
2024-05-21 14:00:00,5.24,5,21,1,14,0
2024-05-21 14:15:00,4.12,5,21,1,14,15
2024-05-21 14:30:00,4.28,5,21,1,14,30
2024-05-21 14:45:00,4.32,5,21,1,14,45
2024-05-21 15:00:00,4.08,5,21,1,15,0
2024-05-21 15:15:00,5.08,5,21,1,15,15
2024-05-21 15:30:00,5.44,5,21,1,15,30
2024-05-21 15:45:00,4.64,5,21,1,15,45
2024-05-21 16:00:00,6.68,5,21,1,16,0
2024-05-21 16:15:00,5.48,5,21,1,16,15
2024-05-21 16:30:00,4.56,5,21,1,16,30
2024-05-21 16:45:00,5.68,5,21,1,16,45
2024-05-21 17:00:00,4.68,5,21,1,17,0
2024-05-21 17:15:00,4.76,5,21,1,17,15
2024-05-21 17:30:00,5.0,5,21,1,17,30
2024-05-21 17:45:00,4.16,5,21,1,17,45
2024-05-21 18:00:00,4.2,5,21,1,18,0
2024-05-21 18:15:00,4.52,5,21,1,18,15
2024-05-21 18:30:00,4.44,5,21,1,18,30
2024-05-21 18:45:00,4.96,5,21,1,18,45
2024-05-21 19:00:00,5.24,5,21,1,19,0
2024-05-21 19:15:00,5.16,5,21,1,19,15
2024-05-21 19:30:00,6.0,5,21,1,19,30
2024-05-21 19:45:00,4.88,5,21,1,19,45
2024-05-21 20:00:00,4.16,5,21,1,20,0
2024-05-21 20:15:00,4.64,5,21,1,20,15
2024-05-21 20:30:00,4.44,5,21,1,20,30
2024-05-21 20:45:00,5.16,5,21,1,20,45
2024-05-21 21:00:00,5.56,5,21,1,21,0
2024-05-21 21:15:00,4.88,5,21,1,21,15
2024-05-21 21:30:00,4.72,5,21,1,21,30
2024-05-21 21:45:00,3.56,5,21,1,21,45
2024-05-21 22:00:00,4.0,5,21,1,22,0
2024-05-21 22:15:00,4.04,5,21,1,22,15
2024-05-21 22:30:00,4.4,5,21,1,22,30
2024-05-21 22:45:00,4.6,5,21,1,22,45
2024-05-21 23:00:00,4.16,5,21,1,23,0
2024-05-21 23:15:00,3.16,5,21,1,23,15
2024-05-21 23:30:00,3.36,5,21,1,23,30
2024-05-21 23:45:00,3.12,5,21,1,23,45
2024-05-22 00:00:00,3.08,5,22,2,0,0
2024-05-22 00:15:00,2.8,5,22,2,0,15
2024-05-22 00:30:00,1.12,5,22,2,0,30
2024-05-22 00:45:00,1.4,5,22,2,0,45
2024-05-22 01:00:00,1.44,5,22,2,1,0
2024-05-22 01:15:00,1.24,5,22,2,1,15
2024-05-22 01:30:00,1.16,5,22,2,1,30
2024-05-22 01:45:00,0.92,5,22,2,1,45
2024-05-22 02:00:00,0.96,5,22,2,2,0
2024-05-22 02:15:00,0.92,5,22,2,2,15
2024-05-22 02:30:00,0.68,5,22,2,2,30
2024-05-22 02:45:00,0.76,5,22,2,2,45
2024-05-22 03:00:00,0.72,5,22,2,3,0
2024-05-22 03:15:00,0.72,5,22,2,3,15
2024-05-22 03:30:00,0.72,5,22,2,3,30
2024-05-22 03:45:00,1.12,5,22,2,3,45
2024-05-22 04:00:00,1.44,5,22,2,4,0
2024-05-22 04:15:00,0.96,5,22,2,4,15
2024-05-22 04:30:00,0.88,5,22,2,4,30
2024-05-22 04:45:00,0.92,5,22,2,4,45
2024-05-22 05:00:00,0.88,5,22,2,5,0
2024-05-22 05:15:00,0.88,5,22,2,5,15
2024-05-22 05:30:00,0.96,5,22,2,5,30
2024-05-22 05:45:00,0.8,5,22,2,5,45
2024-05-22 06:00:00,1.32,5,22,2,6,0
2024-05-22 06:15:00,2.08,5,22,2,6,15
2024-05-22 06:30:00,3.36,5,22,2,6,30
2024-05-22 06:45:00,4.2,5,22,2,6,45
2024-05-22 07:00:00,4.4,5,22,2,7,0
2024-05-22 07:15:00,4.4,5,22,2,7,15
2024-05-22 07:30:00,4.92,5,22,2,7,30
2024-05-22 07:45:00,5.36,5,22,2,7,45
2024-05-22 08:00:00,5.28,5,22,2,8,0
2024-05-22 08:15:00,5.72,5,22,2,8,15
2024-05-22 08:30:00,8.0,5,22,2,8,30
2024-05-22 08:45:00,8.56,5,22,2,8,45
2024-05-22 09:00:00,8.48,5,22,2,9,0
2024-05-22 09:15:00,8.88,5,22,2,9,15
2024-05-22 09:30:00,6.8,5,22,2,9,30
2024-05-22 09:45:00,5.72,5,22,2,9,45
2024-05-22 10:00:00,6.92,5,22,2,10,0
2024-05-22 10:15:00,8.8,5,22,2,10,15
2024-05-22 10:30:00,8.96,5,22,2,10,30
2024-05-22 10:45:00,8.24,5,22,2,10,45
2024-05-22 11:00:00,7.8,5,22,2,11,0
2024-05-22 11:15:00,7.84,5,22,2,11,15
2024-05-22 11:30:00,7.6,5,22,2,11,30
2024-05-22 11:45:00,6.92,5,22,2,11,45
2024-05-22 12:00:00,6.52,5,22,2,12,0
2024-05-22 12:15:00,6.92,5,22,2,12,15
2024-05-22 12:30:00,7.48,5,22,2,12,30
2024-05-22 12:45:00,6.6,5,22,2,12,45
2024-05-22 13:00:00,5.72,5,22,2,13,0
2024-05-22 13:15:00,7.8,5,22,2,13,15
2024-05-22 13:30:00,8.08,5,22,2,13,30
2024-05-22 13:45:00,8.96,5,22,2,13,45
2024-05-22 14:00:00,7.6,5,22,2,14,0
2024-05-22 14:15:00,8.04,5,22,2,14,15
2024-05-22 14:30:00,6.68,5,22,2,14,30
2024-05-22 14:45:00,7.16,5,22,2,14,45
2024-05-22 15:00:00,5.52,5,22,2,15,0
2024-05-22 15:15:00,5.76,5,22,2,15,15
2024-05-22 15:30:00,5.6,5,22,2,15,30
2024-05-22 15:45:00,5.6,5,22,2,15,45
2024-05-22 16:00:00,4.68,5,22,2,16,0
2024-05-22 16:15:00,5.12,5,22,2,16,15
2024-05-22 16:30:00,5.88,5,22,2,16,30
2024-05-22 16:45:00,5.56,5,22,2,16,45
2024-05-22 17:00:00,5.32,5,22,2,17,0
2024-05-22 17:15:00,7.44,5,22,2,17,15
2024-05-22 17:30:00,6.2,5,22,2,17,30
2024-05-22 17:45:00,6.0,5,22,2,17,45
2024-05-22 18:00:00,7.08,5,22,2,18,0
2024-05-22 18:15:00,7.24,5,22,2,18,15
2024-05-22 18:30:00,7.4,5,22,2,18,30
2024-05-22 18:45:00,7.56,5,22,2,18,45
2024-05-22 19:00:00,8.56,5,22,2,19,0
2024-05-22 19:15:00,8.36,5,22,2,19,15
2024-05-22 19:30:00,6.52,5,22,2,19,30
2024-05-22 19:45:00,5.32,5,22,2,19,45
2024-05-22 20:00:00,7.36,5,22,2,20,0
2024-05-22 20:15:00,4.52,5,22,2,20,15
2024-05-22 20:30:00,4.72,5,22,2,20,30
2024-05-22 20:45:00,4.92,5,22,2,20,45
2024-05-22 21:00:00,5.24,5,22,2,21,0
2024-05-22 21:15:00,4.2,5,22,2,21,15
2024-05-22 21:30:00,4.92,5,22,2,21,30
2024-05-22 21:45:00,4.44,5,22,2,21,45
2024-05-22 22:00:00,3.76,5,22,2,22,0
2024-05-22 22:15:00,4.36,5,22,2,22,15
2024-05-22 22:30:00,6.04,5,22,2,22,30
2024-05-22 22:45:00,4.8,5,22,2,22,45
2024-05-22 23:00:00,5.24,5,22,2,23,0
2024-05-22 23:15:00,4.16,5,22,2,23,15
2024-05-22 23:30:00,4.48,5,22,2,23,30
2024-05-22 23:45:00,3.24,5,22,2,23,45
2024-05-23 00:00:00,3.24,5,23,3,0,0
2024-05-23 00:15:00,2.52,5,23,3,0,15
2024-05-23 00:30:00,1.4,5,23,3,0,30
2024-05-23 00:45:00,1.32,5,23,3,0,45
2024-05-23 01:00:00,0.88,5,23,3,1,0
2024-05-23 01:15:00,0.72,5,23,3,1,15
2024-05-23 01:30:00,0.84,5,23,3,1,30
2024-05-23 01:45:00,0.92,5,23,3,1,45
2024-05-23 02:00:00,0.72,5,23,3,2,0
2024-05-23 02:15:00,0.8,5,23,3,2,15
2024-05-23 02:30:00,0.72,5,23,3,2,30
2024-05-23 02:45:00,0.64,5,23,3,2,45
2024-05-23 03:00:00,0.72,5,23,3,3,0
2024-05-23 03:15:00,0.92,5,23,3,3,15
2024-05-23 03:30:00,0.68,5,23,3,3,30
2024-05-23 03:45:00,0.8,5,23,3,3,45
2024-05-23 04:00:00,0.68,5,23,3,4,0
2024-05-23 04:15:00,0.72,5,23,3,4,15
2024-05-23 04:30:00,0.8,5,23,3,4,30
2024-05-23 04:45:00,2.88,5,23,3,4,45
2024-05-23 05:00:00,0.76,5,23,3,5,0
2024-05-23 05:15:00,0.88,5,23,3,5,15
2024-05-23 05:30:00,0.88,5,23,3,5,30
2024-05-23 05:45:00,0.92,5,23,3,5,45
2024-05-23 06:00:00,1.36,5,23,3,6,0
2024-05-23 06:15:00,2.32,5,23,3,6,15
2024-05-23 06:30:00,2.8,5,23,3,6,30
2024-05-23 06:45:00,3.4,5,23,3,6,45
2024-05-23 07:00:00,3.52,5,23,3,7,0
2024-05-23 07:15:00,4.72,5,23,3,7,15
2024-05-23 07:30:00,4.32,5,23,3,7,30
2024-05-23 07:45:00,4.2,5,23,3,7,45
2024-05-23 08:00:00,5.16,5,23,3,8,0
2024-05-23 08:15:00,5.52,5,23,3,8,15
2024-05-23 08:30:00,5.56,5,23,3,8,30
2024-05-23 08:45:00,5.64,5,23,3,8,45
2024-05-23 09:00:00,5.44,5,23,3,9,0
2024-05-23 09:15:00,5.56,5,23,3,9,15
2024-05-23 09:30:00,5.88,5,23,3,9,30
2024-05-23 09:45:00,5.4,5,23,3,9,45
2024-05-23 10:00:00,8.96,5,23,3,10,0
2024-05-23 10:15:00,7.4,5,23,3,10,15
2024-05-23 10:30:00,7.96,5,23,3,10,30
2024-05-23 10:45:00,6.72,5,23,3,10,45
2024-05-23 11:00:00,8.04,5,23,3,11,0
2024-05-23 11:15:00,6.84,5,23,3,11,15
2024-05-23 11:30:00,6.52,5,23,3,11,30
2024-05-23 11:45:00,5.52,5,23,3,11,45
2024-05-23 12:00:00,6.56,5,23,3,12,0
2024-05-23 12:15:00,7.88,5,23,3,12,15
2024-05-23 12:30:00,8.2,5,23,3,12,30
2024-05-23 12:45:00,9.08,5,23,3,12,45
2024-05-23 13:00:00,5.6,5,23,3,13,0
2024-05-23 13:15:00,5.12,5,23,3,13,15
2024-05-23 13:30:00,6.72,5,23,3,13,30
2024-05-23 13:45:00,6.12,5,23,3,13,45
2024-05-23 14:00:00,5.52,5,23,3,14,0
2024-05-23 14:15:00,6.12,5,23,3,14,15
2024-05-23 14:30:00,5.2,5,23,3,14,30
2024-05-23 14:45:00,5.0,5,23,3,14,45
2024-05-23 15:00:00,4.72,5,23,3,15,0
2024-05-23 15:15:00,5.24,5,23,3,15,15
2024-05-23 15:30:00,4.36,5,23,3,15,30
2024-05-23 15:45:00,5.36,5,23,3,15,45
2024-05-23 16:00:00,6.68,5,23,3,16,0
2024-05-23 16:15:00,4.84,5,23,3,16,15
2024-05-23 16:30:00,4.8,5,23,3,16,30
2024-05-23 16:45:00,4.84,5,23,3,16,45
2024-05-23 17:00:00,4.44,5,23,3,17,0
2024-05-23 17:15:00,5.28,5,23,3,17,15
2024-05-23 17:30:00,5.96,5,23,3,17,30
2024-05-23 17:45:00,5.48,5,23,3,17,45
2024-05-23 18:00:00,4.44,5,23,3,18,0
2024-05-23 18:15:00,5.88,5,23,3,18,15
2024-05-23 18:30:00,5.12,5,23,3,18,30
2024-05-23 18:45:00,6.0,5,23,3,18,45
2024-05-23 19:00:00,5.92,5,23,3,19,0
2024-05-23 19:15:00,4.92,5,23,3,19,15
2024-05-23 19:30:00,6.16,5,23,3,19,30
2024-05-23 19:45:00,5.36,5,23,3,19,45
2024-05-23 20:00:00,6.28,5,23,3,20,0
2024-05-23 20:15:00,4.92,5,23,3,20,15
2024-05-23 20:30:00,4.84,5,23,3,20,30
2024-05-23 20:45:00,4.52,5,23,3,20,45
2024-05-23 21:00:00,4.84,5,23,3,21,0
2024-05-23 21:15:00,5.76,5,23,3,21,15
2024-05-23 21:30:00,3.68,5,23,3,21,30
2024-05-23 21:45:00,4.36,5,23,3,21,45
2024-05-23 22:00:00,4.32,5,23,3,22,0
2024-05-23 22:15:00,4.6,5,23,3,22,15
2024-05-23 22:30:00,5.12,5,23,3,22,30
2024-05-23 22:45:00,4.16,5,23,3,22,45
2024-05-23 23:00:00,3.4,5,23,3,23,0
2024-05-23 23:15:00,3.8,5,23,3,23,15
2024-05-23 23:30:00,3.2,5,23,3,23,30
2024-05-23 23:45:00,3.52,5,23,3,23,45
2024-05-24 00:00:00,3.32,5,24,4,0,0
2024-05-24 00:15:00,1.56,5,24,4,0,15
2024-05-24 00:30:00,1.32,5,24,4,0,30
2024-05-24 00:45:00,1.16,5,24,4,0,45
2024-05-24 01:00:00,0.84,5,24,4,1,0
2024-05-24 01:15:00,0.8,5,24,4,1,15
2024-05-24 01:30:00,0.88,5,24,4,1,30
2024-05-24 01:45:00,0.84,5,24,4,1,45
2024-05-24 02:00:00,2.44,5,24,4,2,0
2024-05-24 02:15:00,4.36,5,24,4,2,15
2024-05-24 02:30:00,4.88,5,24,4,2,30
2024-05-24 02:45:00,3.04,5,24,4,2,45
2024-05-24 03:00:00,0.76,5,24,4,3,0
2024-05-24 03:15:00,0.72,5,24,4,3,15
2024-05-24 03:30:00,0.68,5,24,4,3,30
2024-05-24 03:45:00,1.56,5,24,4,3,45
2024-05-24 04:00:00,1.96,5,24,4,4,0
2024-05-24 04:15:00,0.96,5,24,4,4,15
2024-05-24 04:30:00,0.88,5,24,4,4,30
2024-05-24 04:45:00,0.88,5,24,4,4,45
2024-05-24 05:00:00,0.76,5,24,4,5,0
2024-05-24 05:15:00,1.12,5,24,4,5,15
2024-05-24 05:30:00,1.2,5,24,4,5,30
2024-05-24 05:45:00,1.12,5,24,4,5,45
2024-05-24 06:00:00,1.32,5,24,4,6,0
2024-05-24 06:15:00,3.88,5,24,4,6,15
2024-05-24 06:30:00,4.92,5,24,4,6,30
2024-05-24 06:45:00,3.88,5,24,4,6,45
2024-05-24 07:00:00,5.16,5,24,4,7,0
2024-05-24 07:15:00,5.16,5,24,4,7,15
2024-05-24 07:30:00,5.04,5,24,4,7,30
2024-05-24 07:45:00,5.52,5,24,4,7,45
2024-05-24 08:00:00,5.48,5,24,4,8,0
2024-05-24 08:15:00,4.52,5,24,4,8,15
2024-05-24 08:30:00,5.04,5,24,4,8,30
2024-05-24 08:45:00,5.28,5,24,4,8,45
2024-05-24 09:00:00,4.76,5,24,4,9,0
2024-05-24 09:15:00,6.2,5,24,4,9,15
2024-05-24 09:30:00,5.48,5,24,4,9,30
2024-05-24 09:45:00,6.84,5,24,4,9,45
2024-05-24 10:00:00,5.88,5,24,4,10,0
2024-05-24 10:15:00,5.52,5,24,4,10,15
2024-05-24 10:30:00,7.6,5,24,4,10,30
2024-05-24 10:45:00,7.08,5,24,4,10,45
2024-05-24 11:00:00,6.84,5,24,4,11,0
2024-05-24 11:15:00,6.84,5,24,4,11,15
2024-05-24 11:30:00,7.56,5,24,4,11,30
2024-05-24 11:45:00,9.16,5,24,4,11,45
2024-05-24 12:00:00,7.8,5,24,4,12,0
2024-05-24 12:15:00,6.16,5,24,4,12,15
2024-05-24 12:30:00,9.04,5,24,4,12,30
2024-05-24 12:45:00,7.92,5,24,4,12,45
2024-05-24 13:00:00,6.4,5,24,4,13,0
2024-05-24 13:15:00,5.2,5,24,4,13,15
2024-05-24 13:30:00,6.12,5,24,4,13,30
2024-05-24 13:45:00,5.32,5,24,4,13,45
2024-05-24 14:00:00,5.84,5,24,4,14,0
2024-05-24 14:15:00,8.64,5,24,4,14,15
2024-05-24 14:30:00,7.4,5,24,4,14,30
2024-05-24 14:45:00,5.76,5,24,4,14,45
2024-05-24 15:00:00,6.52,5,24,4,15,0
2024-05-24 15:15:00,5.64,5,24,4,15,15
2024-05-24 15:30:00,6.48,5,24,4,15,30
2024-05-24 15:45:00,5.76,5,24,4,15,45
2024-05-24 16:00:00,5.44,5,24,4,16,0
2024-05-24 16:15:00,5.84,5,24,4,16,15
2024-05-24 16:30:00,7.64,5,24,4,16,30
2024-05-24 16:45:00,5.76,5,24,4,16,45
2024-05-24 17:00:00,6.36,5,24,4,17,0
2024-05-24 17:15:00,6.72,5,24,4,17,15
2024-05-24 17:30:00,6.72,5,24,4,17,30
2024-05-24 17:45:00,6.52,5,24,4,17,45
2024-05-24 18:00:00,6.36,5,24,4,18,0
2024-05-24 18:15:00,6.52,5,24,4,18,15
2024-05-24 18:30:00,6.44,5,24,4,18,30
2024-05-24 18:45:00,7.28,5,24,4,18,45
2024-05-24 19:00:00,7.48,5,24,4,19,0
2024-05-24 19:15:00,8.0,5,24,4,19,15
2024-05-24 19:30:00,10.44,5,24,4,19,30
2024-05-24 19:45:00,8.96,5,24,4,19,45
2024-05-24 20:00:00,9.16,5,24,4,20,0
2024-05-24 20:15:00,10.52,5,24,4,20,15
2024-05-24 20:30:00,7.76,5,24,4,20,30
2024-05-24 20:45:00,5.84,5,24,4,20,45
2024-05-24 21:00:00,5.88,5,24,4,21,0
2024-05-24 21:15:00,5.88,5,24,4,21,15
2024-05-24 21:30:00,4.8,5,24,4,21,30
2024-05-24 21:45:00,4.28,5,24,4,21,45
2024-05-24 22:00:00,4.56,5,24,4,22,0
2024-05-24 22:15:00,4.4,5,24,4,22,15
2024-05-24 22:30:00,5.36,5,24,4,22,30
2024-05-24 22:45:00,5.8,5,24,4,22,45
2024-05-24 23:00:00,5.36,5,24,4,23,0
2024-05-24 23:15:00,4.6,5,24,4,23,15
2024-05-24 23:30:00,4.04,5,24,4,23,30
2024-05-24 23:45:00,4.28,5,24,4,23,45
2024-05-25 00:00:00,3.92,5,25,5,0,0
2024-05-25 00:15:00,3.76,5,25,5,0,15
2024-05-25 00:30:00,2.08,5,25,5,0,30
2024-05-25 00:45:00,1.72,5,25,5,0,45
2024-05-25 01:00:00,1.64,5,25,5,1,0
2024-05-25 01:15:00,1.52,5,25,5,1,15
2024-05-25 01:30:00,1.52,5,25,5,1,30
2024-05-25 01:45:00,1.52,5,25,5,1,45
2024-05-25 02:00:00,1.6,5,25,5,2,0
2024-05-25 02:15:00,4.04,5,25,5,2,15
2024-05-25 02:30:00,5.36,5,25,5,2,30
2024-05-25 02:45:00,5.88,5,25,5,2,45
2024-05-25 03:00:00,2.76,5,25,5,3,0
2024-05-25 03:15:00,1.48,5,25,5,3,15
2024-05-25 03:30:00,1.68,5,25,5,3,30
2024-05-25 03:45:00,1.48,5,25,5,3,45
2024-05-25 04:00:00,1.36,5,25,5,4,0
2024-05-25 04:15:00,1.36,5,25,5,4,15
2024-05-25 04:30:00,1.36,5,25,5,4,30
2024-05-25 04:45:00,1.44,5,25,5,4,45
2024-05-25 05:00:00,1.6,5,25,5,5,0
2024-05-25 05:15:00,1.44,5,25,5,5,15
2024-05-25 05:30:00,1.56,5,25,5,5,30
2024-05-25 05:45:00,1.36,5,25,5,5,45
2024-05-25 06:00:00,1.76,5,25,5,6,0
2024-05-25 06:15:00,2.12,5,25,5,6,15
2024-05-25 06:30:00,5.2,5,25,5,6,30
2024-05-25 06:45:00,3.68,5,25,5,6,45
2024-05-25 07:00:00,3.96,5,25,5,7,0
2024-05-25 07:15:00,3.96,5,25,5,7,15
2024-05-25 07:30:00,5.16,5,25,5,7,30
2024-05-25 07:45:00,6.12,5,25,5,7,45
2024-05-25 08:00:00,4.64,5,25,5,8,0
2024-05-25 08:15:00,5.48,5,25,5,8,15
2024-05-25 08:30:00,5.68,5,25,5,8,30
2024-05-25 08:45:00,6.76,5,25,5,8,45
2024-05-25 09:00:00,7.96,5,25,5,9,0
2024-05-25 09:15:00,8.12,5,25,5,9,15
2024-05-25 09:30:00,6.64,5,25,5,9,30
2024-05-25 09:45:00,7.6,5,25,5,9,45
2024-05-25 10:00:00,5.2,5,25,5,10,0
2024-05-25 10:15:00,6.2,5,25,5,10,15
2024-05-25 10:30:00,5.4,5,25,5,10,30
2024-05-25 10:45:00,7.64,5,25,5,10,45
2024-05-25 11:00:00,7.36,5,25,5,11,0
2024-05-25 11:15:00,7.48,5,25,5,11,15
2024-05-25 11:30:00,9.08,5,25,5,11,30
2024-05-25 11:45:00,7.4,5,25,5,11,45
2024-05-25 12:00:00,8.68,5,25,5,12,0
2024-05-25 12:15:00,10.64,5,25,5,12,15
2024-05-25 12:30:00,7.36,5,25,5,12,30
2024-05-25 12:45:00,6.92,5,25,5,12,45
2024-05-25 13:00:00,5.76,5,25,5,13,0
2024-05-25 13:15:00,5.52,5,25,5,13,15
2024-05-25 13:30:00,4.76,5,25,5,13,30
2024-05-25 13:45:00,4.56,5,25,5,13,45
2024-05-25 14:00:00,4.92,5,25,5,14,0
2024-05-25 14:15:00,4.12,5,25,5,14,15
2024-05-25 14:30:00,5.36,5,25,5,14,30
2024-05-25 14:45:00,4.76,5,25,5,14,45
2024-05-25 15:00:00,4.92,5,25,5,15,0
2024-05-25 15:15:00,4.12,5,25,5,15,15
2024-05-25 15:30:00,5.92,5,25,5,15,30
2024-05-25 15:45:00,4.08,5,25,5,15,45
2024-05-25 16:00:00,4.28,5,25,5,16,0
2024-05-25 16:15:00,6.16,5,25,5,16,15
2024-05-25 16:30:00,5.68,5,25,5,16,30
2024-05-25 16:45:00,6.08,5,25,5,16,45
2024-05-25 17:00:00,3.88,5,25,5,17,0
2024-05-25 17:15:00,4.16,5,25,5,17,15
2024-05-25 17:30:00,5.24,5,25,5,17,30
2024-05-25 17:45:00,4.92,5,25,5,17,45
2024-05-25 18:00:00,5.56,5,25,5,18,0
2024-05-25 18:15:00,5.4,5,25,5,18,15
2024-05-25 18:30:00,5.12,5,25,5,18,30
2024-05-25 18:45:00,5.0,5,25,5,18,45
2024-05-25 19:00:00,5.12,5,25,5,19,0
2024-05-25 19:15:00,4.72,5,25,5,19,15
2024-05-25 19:30:00,7.16,5,25,5,19,30
2024-05-25 19:45:00,6.44,5,25,5,19,45
2024-05-25 20:00:00,7.36,5,25,5,20,0
2024-05-25 20:15:00,5.56,5,25,5,20,15
2024-05-25 20:30:00,5.36,5,25,5,20,30
2024-05-25 20:45:00,5.8,5,25,5,20,45
2024-05-25 21:00:00,6.56,5,25,5,21,0
2024-05-25 21:15:00,5.6,5,25,5,21,15
2024-05-25 21:30:00,5.32,5,25,5,21,30
2024-05-25 21:45:00,4.32,5,25,5,21,45
2024-05-25 22:00:00,3.8,5,25,5,22,0
2024-05-25 22:15:00,4.56,5,25,5,22,15
2024-05-25 22:30:00,4.64,5,25,5,22,30
2024-05-25 22:45:00,3.56,5,25,5,22,45
2024-05-25 23:00:00,3.4,5,25,5,23,0
2024-05-25 23:15:00,3.64,5,25,5,23,15
2024-05-25 23:30:00,3.48,5,25,5,23,30
2024-05-25 23:45:00,3.36,5,25,5,23,45
2024-05-26 00:00:00,3.12,5,26,6,0,0
2024-05-26 00:15:00,2.44,5,26,6,0,15
2024-05-26 00:30:00,1.6,5,26,6,0,30
2024-05-26 00:45:00,1.16,5,26,6,0,45
2024-05-26 01:00:00,1.36,5,26,6,1,0
2024-05-26 01:15:00,0.88,5,26,6,1,15
2024-05-26 01:30:00,0.92,5,26,6,1,30
2024-05-26 01:45:00,1.2,5,26,6,1,45
2024-05-26 02:00:00,1.0,5,26,6,2,0
2024-05-26 02:15:00,4.52,5,26,6,2,15
2024-05-26 02:30:00,4.68,5,26,6,2,30
2024-05-26 02:45:00,5.08,5,26,6,2,45
2024-05-26 03:00:00,0.96,5,26,6,3,0
2024-05-26 03:15:00,0.76,5,26,6,3,15
2024-05-26 03:30:00,0.68,5,26,6,3,30
2024-05-26 03:45:00,0.84,5,26,6,3,45
2024-05-26 04:00:00,0.68,5,26,6,4,0
2024-05-26 04:15:00,0.72,5,26,6,4,15
2024-05-26 04:30:00,0.68,5,26,6,4,30
2024-05-26 04:45:00,0.88,5,26,6,4,45
2024-05-26 05:00:00,0.8,5,26,6,5,0
2024-05-26 05:15:00,0.92,5,26,6,5,15
2024-05-26 05:30:00,0.64,5,26,6,5,30
2024-05-26 05:45:00,0.76,5,26,6,5,45
2024-05-26 06:00:00,0.72,5,26,6,6,0
2024-05-26 06:15:00,2.08,5,26,6,6,15
2024-05-26 06:30:00,2.92,5,26,6,6,30
2024-05-26 06:45:00,2.92,5,26,6,6,45
2024-05-26 07:00:00,3.24,5,26,6,7,0
2024-05-26 07:15:00,2.88,5,26,6,7,15
2024-05-26 07:30:00,3.04,5,26,6,7,30
2024-05-26 07:45:00,3.68,5,26,6,7,45
2024-05-26 08:00:00,3.28,5,26,6,8,0
2024-05-26 08:15:00,3.48,5,26,6,8,15
2024-05-26 08:30:00,3.64,5,26,6,8,30
2024-05-26 08:45:00,4.2,5,26,6,8,45
2024-05-26 09:00:00,3.56,5,26,6,9,0
2024-05-26 09:15:00,4.44,5,26,6,9,15
2024-05-26 09:30:00,6.2,5,26,6,9,30
2024-05-26 09:45:00,5.84,5,26,6,9,45
2024-05-26 10:00:00,5.68,5,26,6,10,0
2024-05-26 10:15:00,5.52,5,26,6,10,15
2024-05-26 10:30:00,6.28,5,26,6,10,30
2024-05-26 10:45:00,5.96,5,26,6,10,45
2024-05-26 11:00:00,4.92,5,26,6,11,0
2024-05-26 11:15:00,6.16,5,26,6,11,15
2024-05-26 11:30:00,8.56,5,26,6,11,30
2024-05-26 11:45:00,7.04,5,26,6,11,45
2024-05-26 12:00:00,5.36,5,26,6,12,0
2024-05-26 12:15:00,5.92,5,26,6,12,15
2024-05-26 12:30:00,6.04,5,26,6,12,30
2024-05-26 12:45:00,5.96,5,26,6,12,45
2024-05-26 13:00:00,6.84,5,26,6,13,0
2024-05-26 13:15:00,7.8,5,26,6,13,15
2024-05-26 13:30:00,4.72,5,26,6,13,30
2024-05-26 13:45:00,6.36,5,26,6,13,45
2024-05-26 14:00:00,5.88,5,26,6,14,0
2024-05-26 14:15:00,5.68,5,26,6,14,15
2024-05-26 14:30:00,6.2,5,26,6,14,30
2024-05-26 14:45:00,6.36,5,26,6,14,45
2024-05-26 15:00:00,4.48,5,26,6,15,0
2024-05-26 15:15:00,3.92,5,26,6,15,15
2024-05-26 15:30:00,4.84,5,26,6,15,30
2024-05-26 15:45:00,4.24,5,26,6,15,45
2024-05-26 16:00:00,4.24,5,26,6,16,0
2024-05-26 16:15:00,5.12,5,26,6,16,15
2024-05-26 16:30:00,4.24,5,26,6,16,30
2024-05-26 16:45:00,4.24,5,26,6,16,45
2024-05-26 17:00:00,5.12,5,26,6,17,0
2024-05-26 17:15:00,5.48,5,26,6,17,15
2024-05-26 17:30:00,4.52,5,26,6,17,30
2024-05-26 17:45:00,4.52,5,26,6,17,45
2024-05-26 18:00:00,5.12,5,26,6,18,0
2024-05-26 18:15:00,5.68,5,26,6,18,15
2024-05-26 18:30:00,5.2,5,26,6,18,30
2024-05-26 18:45:00,4.68,5,26,6,18,45
2024-05-26 19:00:00,7.64,5,26,6,19,0
2024-05-26 19:15:00,6.72,5,26,6,19,15
2024-05-26 19:30:00,4.84,5,26,6,19,30
2024-05-26 19:45:00,5.88,5,26,6,19,45
2024-05-26 20:00:00,6.12,5,26,6,20,0
2024-05-26 20:15:00,5.32,5,26,6,20,15
2024-05-26 20:30:00,7.36,5,26,6,20,30
